,Ax,Ay,Az,Sensor Index
1202,-6,11,-3,2
1203,10,15,24,3
1204,-13,2,7,0
1205,-11,8,3,1
1206,-30,0,-3,2
1207,-13,-8,12,3
1208,10,-21,-4,0
1209,-11,-3,-20,1
1210,-6,0,20,2
1211,22,15,0,3
1212,166,14,-4,0
1213,12,-3,27,1
1214,5,11,-3,2
1215,-13,27,0,3
1216,-1,14,-4,0
1217,-11,-3,15,1
1218,-6,11,8,2
1219,-1,15,-23,3
1220,10,26,-16,0
1221,-11,-3,3,1
1222,-6,11,-3,2
1223,-13,-8,12,3
1224,-13,14,19,0
1225,12,-3,3,1
1226,5,-36,32,2
1227,-25,3,12,3
1228,-37,2,-4,0
1229,12,-3,15,1
1230,-6,11,20,2
1231,-13,27,0,3
1232,-1,26,7,0
1233,0,8,-8,1
1234,-6,11,32,2
1235,-13,-8,0,3
1236,10,-9,-4,0
1237,12,-3,-20,1
1238,-6,-24,-3,2
1239,-1,-8,0,3
1240,34,2,-4,0
1241,12,-3,-8,1
1242,-6,11,-15,2
1243,22,3,24,3
1244,-1,2,-4,0
1245,-11,-3,15,1
1246,5,11,-3,2
1247,-1,-32,-179,3
1248,10,-9,-4,0
1249,0,-3,15,1
1250,5,0,-3,2
1251,10,15,0,3
1252,-37,-9,-16,0
1253,12,8,15,1
1254,-6,-12,-3,2
1255,22,-20,24,3
1256,10,-21,-16,0
1257,12,-3,-8,1
1258,5,-12,-3,2
1259,-1,-8,12,3
1260,10,-9,19,0
1261,24,-3,3,1
1262,5,-12,20,2
1263,22,3,12,3
1264,-1,-9,7,0
1265,12,-3,-8,1
1266,5,-12,-15,2
1267,-25,3,12,3
1268,-13,2,-4,0
1269,12,-3,-8,1
1270,17,-24,-3,2
1271,10,-8,0,3
1272,10,14,7,0
1273,192,-3,15,1
1274,-6,11,-3,2
1275,10,3,-23,3
1276,10,2,-4,0
1277,-23,8,3,1
1278,-6,11,-15,2
1279,-1,3,12,3
1280,-1,2,-16,0
1281,12,8,3,1
1282,5,-12,20,2
1283,-37,3,0,3
1284,178,2,-4,0
1285,0,8,15,1
1286,-18,0,-15,2
1287,-1,39,-179,3
1288,34,14,7,0
1289,-179,-3,3,1
1290,17,-24,8,2
1291,10,15,-11,3
1292,-13,26,-4,0
1293,-11,-3,-20,1
1294,-18,-12,-15,2
1295,-13,-20,12,3
1296,-25,-9,-4,0
1297,-179,8,15,1
1298,5,0,-3,2
1299,-1,-20,12,3
1300,154,-9,7,0
1301,0,8,-44,1
1302,-6,-12,8,2
1303,-1,-8,0,3
1304,-1,-9,-4,0
1305,0,8,15,1
1306,5,0,8,2
1307,22,3,12,3
1308,22,-33,-4,0
1309,0,-3,-20,1
1310,173,0,20,2
1311,-13,-8,0,3
1312,-25,2,7,0
1313,-11,8,-20,1
1314,173,23,-15,2
1315,-1,3,-11,3
1316,-13,-165,-16,0
1317,12,-3,27,1
1318,-6,11,8,2
1319,10,3,12,3
1320,-25,14,-4,0
1321,-11,176,3,1
1322,-18,191,-3,2
1323,10,-32,12,3
1324,10,-9,-4,0
1325,192,-3,-20,1
1326,17,11,8,2
1327,34,15,0,3
1328,22,14,-4,0
1329,-179,-15,3,1
1330,-6,-12,8,2
1331,22,15,0,3
1332,10,-21,7,0
1333,0,-3,-44,1
1334,-6,0,-15,2
1335,46,-8,12,3
1336,-13,-9,-4,0
1337,0,-3,-8,1
1338,5,-12,-15,2
1339,10,3,0,3
1340,178,26,-4,0
1341,-23,-3,3,1
1342,17,-24,-15,2
1343,22,-20,12,3
1344,-25,14,-4,0
1345,24,8,15,1
1346,-6,-12,32,2
1347,-1,3,0,3
1348,-37,14,19,0
1349,-11,-3,-20,1
1350,5,-24,-3,2
1351,-13,3,12,3
1352,-1,-33,7,0
1353,12,8,3,1
1354,-6,-24,-15,2
1355,10,3,12,3
1356,-1,-9,-4,0
1357,-11,8,-8,1
1358,-6,-12,-15,2
1359,-25,3,24,3
1360,-1,2,7,0
1361,0,8,-20,1
1362,5,0,-3,2
1363,10,3,0,3
1364,-1,2,-16,0
1365,0,-3,3,1
1366,5,0,-15,2
1367,-13,3,12,3
1368,22,2,-4,0
1369,0,-3,15,1
1370,-6,11,-3,2
1371,22,-20,0,3
1372,10,14,-4,0
1373,-23,8,15,1
1374,5,11,-15,2
1375,-13,15,0,3
1376,-25,2,7,0
1377,-11,-3,-20,1
1378,5,-12,8,2
1379,-1,-20,0,3
1380,-1,-9,-4,0
1381,192,-3,39,1
1382,5,-24,-15,2
1383,22,3,0,3
1384,-37,2,-16,0
1385,-11,20,-32,1
1386,-6,0,-15,2
1387,-13,27,0,3
1388,-1,-9,-4,0
1389,12,8,27,1
1390,-6,0,20,2
1391,22,3,0,3
1392,22,-9,-16,0
1393,-11,-27,-20,1
1394,-6,0,-15,2
1395,22,-20,12,3
1396,-25,2,-4,0
1397,-179,8,27,1
1398,5,0,-15,2
1399,-1,3,0,3
1400,34,-9,-16,0
1401,0,-3,-32,1
1402,-198,0,-15,2
1403,22,-32,-179,3
1404,-193,-21,7,0
1405,0,8,27,1
1406,5,0,8,2
1407,22,-8,0,3
1408,-13,-33,-4,0
1409,0,8,-20,1
1410,-6,0,20,2
1411,-1,-20,0,3
1412,-13,14,19,0
1413,36,8,3,1
1414,5,0,-3,2
1415,-1,-8,0,3
1416,-37,26,-4,0
1417,0,-3,-32,1
1418,-6,0,-3,2
1419,-13,-8,12,3
1420,-1,-21,-4,0
1421,-11,176,-32,1
1422,-6,-12,20,2
1423,-13,15,24,3
1424,10,-9,-16,0
1425,12,8,-20,1
1426,5,-12,-3,2
1427,-13,-8,0,3
1428,-13,14,7,0
1429,0,-3,15,1
1430,-18,11,44,2
1431,34,-32,12,3
1432,-1,2,-4,0
1433,0,-3,15,1
1434,-6,0,-15,2
1435,-25,3,12,3
1436,22,2,-16,0
1437,0,8,3,1
1438,5,-24,-15,2
1439,10,15,0,3
1440,22,26,19,0
1441,12,8,15,1
1442,-6,0,-3,2
1443,-25,-8,-11,3
1444,10,-21,-4,0
1445,24,8,3,1
1446,-6,0,-15,2
1447,10,-8,0,3
1448,-13,-21,-4,0
1449,-11,8,3,1
1450,-6,11,20,2
1451,-1,15,24,3
1452,178,-33,-4,0
1453,0,-3,15,1
1454,5,-24,20,2
1455,-13,3,0,3
1456,10,-9,-16,0
1457,0,-3,3,1
1458,-6,-12,-3,2
1459,-25,-32,-11,3
1460,22,2,-4,0
1461,-23,-3,3,1
1462,5,0,-15,2
1463,-13,-8,12,3
1464,22,2,7,0
1465,0,8,27,1
1466,-6,0,8,2
1467,34,-20,12,3
1468,-169,2,-4,0
1469,0,-3,-8,1
1470,-6,23,-3,2
1471,34,-8,24,3
1472,-1,-9,7,0
1473,-35,-15,-8,1
1474,5,-24,-3,2
1475,10,-8,-35,3
1476,10,2,7,0
1477,0,8,3,1
1478,-6,-36,-3,2
1479,-25,-8,0,3
1480,-1,2,-4,0
1481,0,8,3,1
1482,-6,11,-3,2
1483,-13,3,-35,3
1484,-13,-9,-4,0
1485,0,-3,27,1
1486,-18,23,-27,2
1487,-1,3,0,3
1488,22,-21,-4,0
1489,-11,8,-8,1
1490,-6,0,-15,2
1491,22,-8,-11,3
1492,-13,14,7,0
1493,0,8,-32,1
1494,-6,11,8,2
1495,10,15,24,3
1496,-1,2,7,0
1497,0,8,-32,1
1498,-6,191,8,2
1499,10,-8,-11,3
1500,10,26,-4,0
1501,12,8,15,1
1502,5,-12,8,2
1503,-1,-20,0,3
1504,34,2,-16,0
1505,192,-3,3,1
1506,5,0,-3,2
1507,22,-32,12,3
1508,22,-9,19,0
1509,12,8,-20,1
1510,-6,-24,-3,2
1511,10,3,0,3
1512,-37,-9,7,0
1513,0,-3,27,1
1514,17,-36,-15,2
1515,22,3,12,3
1516,-13,14,7,0
1517,0,-3,-8,1
1518,-6,11,8,2
1519,-1,-20,0,3
1520,-13,14,19,0
1521,0,-3,-8,1
1522,-186,0,-15,2
1523,10,-20,-11,3
1524,-13,-9,-4,0
1525,0,8,-8,1
1526,5,11,8,2
1527,22,-8,12,3
1528,10,14,-4,0
1529,0,8,3,1
1530,5,-24,-15,2
1531,-37,15,-11,3
1532,10,-21,-4,0
1533,-11,8,-8,1
1534,-6,-12,-15,2
1535,-1,3,12,3
1536,22,2,-4,0
1537,-11,8,15,1
1538,5,-24,-3,2
1539,-1,15,-179,3
1540,22,2,-4,0
1541,-11,-3,-8,1
1542,17,23,-3,2
1543,-1,3,0,3
1544,178,14,-4,0
1545,-23,8,-8,1
1546,-18,0,-15,2
1547,-1,3,0,3
1548,34,2,19,0
1549,192,8,-8,1
1550,173,0,-3,2
1551,10,3,0,3
1552,-1,26,7,0
1553,-179,-3,-8,1
1554,-6,-180,-3,2
1555,-1,15,192,3
1556,-13,-9,-16,0
1557,12,20,-8,1
1558,-18,-12,8,2
1559,-1,27,-11,3
1560,22,-21,7,0
1561,0,-3,-20,1
1562,-18,0,-15,2
1563,22,-8,12,3
1564,10,-9,-28,0
1565,0,8,15,1
1566,-6,-12,-3,2
1567,22,39,0,3
1568,-1,14,31,0
1569,0,8,51,1
1570,-6,-36,-3,2
1571,-25,-20,0,3
1572,-193,2,31,0
1573,0,8,-32,1
1574,-6,35,-3,2
1575,-1,-8,12,3
1576,10,-9,19,0
1577,0,8,3,1
1578,-18,0,-15,2
1579,-1,-8,0,3
1580,10,14,-4,0
1581,12,-3,27,1
1582,5,0,8,2
1583,-1,-20,0,3
1584,-13,2,-4,0
1585,12,-3,3,1
1586,-6,191,8,2
1587,-13,15,-179,3
1588,10,-21,-4,0
1589,0,-3,15,1
1590,5,0,-15,2
1591,34,-20,24,3
1592,-181,-21,-4,0
1593,-23,8,15,1
1594,5,-12,-15,2
1595,22,15,24,3
1596,-25,-9,7,0
1597,24,-3,-20,1
1598,17,0,-15,2
1599,-1,-20,12,3
1600,-193,14,7,0
1601,0,8,15,1
1602,5,-180,-3,2
1603,-49,-20,180,3
1604,10,26,7,0
1605,12,-3,3,1
1606,5,-24,8,2
1607,-13,-8,12,3
1608,34,-9,-4,0
1609,12,-3,3,1
1610,-6,11,8,2
1611,-13,-20,0,3
1612,10,-45,7,0
1613,12,8,39,1
1614,-6,0,8,2
1615,10,3,12,3
1616,10,2,7,0
1617,24,8,15,1
1618,-18,-12,20,2
1619,-13,15,192,3
1620,22,-9,7,0
1621,-11,8,15,1
1622,5,0,-15,2
1623,-25,-8,0,3
1624,-25,-21,-28,0
1625,-11,-3,-8,1
1626,-6,-12,-15,2
1627,10,3,0,3
1628,34,-21,19,0
1629,24,8,-20,1
1630,-6,11,-15,2
1631,-1,27,-11,3
1632,-1,-21,7,0
1633,-11,8,27,1
1634,5,0,8,2
1635,-1,-20,192,3
1636,-13,-21,7,0
1637,-179,20,3,1
1638,-6,-12,-3,2
1639,-13,-32,0,3
1640,-25,14,-28,0
1641,-23,8,-32,1
1642,5,-12,8,2
1643,-1,3,-23,3
1644,10,-9,-4,0
1645,12,-3,3,1
1646,17,-12,-3,2
1647,-25,27,0,3
1648,-1,2,-4,0
1649,0,20,15,1
1650,-6,-24,-3,2
1651,-13,3,12,3
1652,-25,-21,-16,0
1653,-11,176,-20,1
1654,17,11,-15,2
1655,-37,-8,0,3
1656,-1,-33,7,0
1657,-35,-3,15,1
1658,173,0,-15,2
1659,-1,15,-179,3
1660,-13,14,-4,0
1661,-23,-3,3,1
1662,-6,191,8,2
1663,-13,15,0,3
1664,-13,-9,-4,0
1665,12,8,15,1
1666,-6,11,-15,2
1667,-1,3,-23,3
1668,-1,-9,-4,0
1669,0,8,3,1
1670,-198,0,-15,2
1671,-1,3,0,3
1672,10,-9,-4,0
1673,0,-3,3,1
1674,-18,0,8,2
1675,-13,-8,-23,3
1676,-1,-9,-16,0
1677,-11,-15,27,1
1678,-6,11,8,2
1679,22,-8,0,3
1680,-25,-165,-4,0
1681,12,8,-8,1
1682,-6,11,-3,2
1683,-13,3,0,3
1684,-13,2,7,0
1685,12,8,-20,1
1686,5,-12,-3,2
1687,-1,-8,0,3
1688,-25,-9,-16,0
1689,12,8,-8,1
1690,-6,0,-3,2
1691,-1,3,-179,3
1692,10,-21,-4,0
1693,-11,-27,15,1
1694,-6,191,-27,2
1695,10,15,0,3
1696,10,-9,7,0
1697,0,8,51,1
1698,17,0,-3,2
1699,-13,3,0,3
1700,22,2,7,0
1701,-11,-3,15,1
1702,-6,-24,8,2
1703,10,27,0,3
1704,10,-21,19,0
1705,12,-3,-20,1
1706,-6,11,-15,2
1707,10,-8,0,3
1708,-181,14,-4,0
1709,-11,8,-44,1
1710,5,11,8,2
1711,22,-8,-11,3
1712,-1,14,-4,0
1713,-23,-3,3,1
1714,-6,11,8,2
1715,-13,15,0,3
1716,-193,2,-4,0
1717,0,-3,3,1
1718,-6,-12,-15,2
1719,10,15,0,3
1720,-13,2,-4,0
1721,0,8,-8,1
1722,5,-180,-15,2
1723,22,-8,-35,3
1724,-1,2,-16,0
1725,-23,8,-20,1
1726,-6,-24,20,2
1727,-13,3,-11,3
1728,-13,14,-4,0
1729,0,-3,-20,1
1730,-6,-24,-15,2
1731,10,3,0,3
1732,10,-21,-4,0
1733,24,-3,3,1
1734,5,11,8,2
1735,10,3,-11,3
1736,-1,-9,-4,0
1737,0,-3,-20,1
1738,5,191,-3,2
1739,-13,-8,12,3
1740,-49,2,-16,0
1741,0,8,3,1
1742,-6,-12,-3,2
1743,22,15,192,3
1744,-1,2,7,0
1745,0,-3,-8,1
1746,5,-12,8,2
1747,-13,15,0,3
1748,-13,-9,-4,0
1749,-11,-15,3,1
1750,5,-12,-3,2
1751,-1,-8,-23,3
1752,-1,-165,19,0
1753,-23,-3,-8,1
1754,-6,191,-15,2
1755,-1,3,0,3
1756,-181,14,-4,0
1757,0,-3,3,1
1758,-6,-12,8,2
1759,10,-20,24,3
1760,-1,-9,-4,0
1761,12,-3,15,1
1762,5,-12,8,2
1763,-13,-8,0,3
1764,10,-21,-16,0
1765,-11,-3,-20,1
1766,5,23,-15,2
1767,-1,-8,0,3
1768,22,14,-16,0
1769,-11,8,3,1
1770,5,0,8,2
1771,10,15,12,3
1772,-1,14,7,0
1773,-11,-3,-20,1
1774,-18,23,-15,2
1775,-1,-20,12,3
1776,10,-9,-4,0
1777,12,8,3,1
1778,-6,0,-3,2
1779,10,27,0,3
1780,22,2,-4,0
1781,0,8,39,1
1782,-6,-180,-15,2
1783,22,15,-23,3
1784,-13,-21,-16,0
1785,-11,-3,15,1
1786,5,11,8,2
1787,10,3,192,3
1788,10,-9,7,0
1789,-11,-3,-20,1
1790,-6,-12,-3,2
1791,10,-8,12,3
1792,10,-33,7,0
1793,12,8,3,1
1794,5,0,-27,2
1795,-13,3,-11,3
1796,-25,-9,-28,0
1797,0,-3,3,1
1798,5,23,-3,2
1799,-13,3,0,3
1800,-1,-45,43,0
1801,-11,-183,-20,1
1802,-6,11,8,2
1803,-1,-20,192,3
1804,-37,14,-16,0
1805,0,-3,15,1
1806,-6,0,-3,2
1807,-37,27,192,3
1808,10,-21,19,0
1809,0,-3,15,1
1810,-18,11,-15,2
1811,34,-20,12,3
1812,-193,2,-28,0
1813,192,8,27,1
1814,-6,0,-3,2
1815,10,-8,0,3
1816,10,2,-4,0
1817,0,8,-44,1
1818,-6,-36,-3,2
1819,10,-32,-11,3
1820,-25,2,-4,0
1821,12,-3,-56,1
1822,5,0,-15,2
1823,-13,15,0,3
1824,-1,-9,-4,0
1825,0,8,-8,1
1826,17,-12,-3,2
1827,-13,15,-23,3
1828,-1,2,-4,0
1829,-179,8,27,1
1830,-6,-24,-15,2
1831,-1,-8,12,3
1832,-1,-21,-4,0
1833,24,8,-32,1
1834,-6,-12,-27,2
1835,10,-8,12,3
1836,-1,-9,-16,0
1837,-11,8,-20,1
1838,-6,11,-15,2
1839,-1,27,-11,3
1840,-13,26,-4,0
1841,12,-3,15,1
1842,-6,-12,-3,2
1843,-1,3,-11,3
1844,-13,2,7,0
1845,0,-3,3,1
1846,-6,0,8,2
1847,22,3,-11,3
1848,178,2,-4,0
1849,-23,-3,-8,1
1850,-6,11,-3,2
1851,22,27,-11,3
1852,-25,-9,-4,0
1853,0,-3,-8,1
1854,-18,-180,-3,2
1855,-13,-20,-179,3
1856,10,-33,7,0
1857,0,-3,3,1
1858,5,11,20,2
1859,-13,15,0,3
1860,10,-9,-4,0
1861,-11,-3,-32,1
1862,5,-12,-3,2
1863,-13,-8,0,3
1864,-1,-9,7,0
1865,192,-3,-8,1
1866,5,11,-3,2
1867,10,3,-11,3
1868,-193,2,7,0
1869,0,-3,15,1
1870,-6,11,-3,2
1871,-13,-20,0,3
1872,22,-9,7,0
1873,24,-3,-8,1
1874,5,-12,-3,2
1875,10,3,-11,3
1876,-1,-9,-4,0
1877,12,-3,15,1
1878,-6,23,-3,2
1879,-1,3,24,3
1880,-1,2,-4,0
1881,192,-3,15,1
1882,-6,-12,-3,2
1883,-13,3,12,3
1884,22,2,-16,0
1885,12,-3,-8,1
1886,17,-12,-15,2
1887,-13,-8,-179,3
1888,178,-9,7,0
1889,12,8,3,1
1890,-6,11,8,2
1891,10,-20,12,3
1892,-1,14,-28,0
1893,12,-195,27,1
1894,5,-12,8,2
1895,-13,3,0,3
1896,-193,2,-4,0
1897,-11,8,-8,1
1898,-6,0,8,2
1899,-1,27,0,3
1900,-1,-9,-4,0
1901,24,8,15,1
1902,-6,11,-3,2
1903,10,-8,192,3
1904,-193,-9,-4,0
1905,-23,-3,3,1
1906,5,11,-3,2
1907,10,-20,0,3
1908,-13,2,7,0
1909,0,-3,3,1
1910,-6,11,-3,2
1911,-25,27,-179,3
1912,22,-21,-4,0
1913,12,176,-20,1
1914,-6,-24,-3,2
1915,-1,3,-11,3
1916,10,-21,-4,0
1917,-179,-3,27,1
1918,-6,11,-3,2
1919,10,-8,0,3
1920,-13,2,-16,0
1921,24,-3,3,1
1922,-186,-12,8,2
1923,-1,3,12,3
1924,-13,-9,-28,0
1925,0,176,-20,1
1926,5,11,8,2
1927,10,15,0,3
1928,-1,-21,-4,0
1929,-23,-3,3,1
1930,5,-24,-3,2
1931,-37,-8,0,3
1932,-25,2,-4,0
1933,12,-3,15,1
1934,5,0,-15,2
1935,22,3,-11,3
1936,-1,-9,7,0
1937,12,-3,27,1
1938,5,0,-3,2
1939,-13,-20,0,3
1940,-1,-21,7,0
1941,-11,-3,3,1
1942,17,11,-3,2
1943,-25,3,-23,3
1944,-1,2,-4,0
1945,0,8,-8,1
1946,5,191,-3,2
1947,-1,-8,0,3
1948,-1,-9,-4,0
1949,0,-3,27,1
1950,-6,11,-27,2
1951,-13,-8,12,3
1952,-13,-9,31,0
1953,0,-3,-32,1
1954,-18,0,-15,2
1955,-13,15,12,3
1956,-37,-9,-4,0
1957,12,-3,15,1
1958,5,-12,-15,2
1959,10,-8,0,3
1960,-1,2,7,0
1961,0,8,15,1
1962,5,11,-15,2
1963,-13,-8,12,3
1964,-13,2,-4,0
1965,0,176,-20,1
1966,-6,0,20,2
1967,22,-32,0,3
1968,-13,2,-16,0
1969,0,-3,3,1
1970,-6,0,-3,2
1971,10,-32,24,3
1972,-13,-33,-16,0
1973,-11,-3,-8,1
1974,5,0,-15,2
1975,10,15,-23,3
1976,-13,-21,19,0
1977,192,8,-8,1
1978,5,-180,32,2
1979,10,3,-11,3
1980,-13,-9,-4,0
1981,192,-15,3,1
1982,-18,0,20,2
1983,-37,-8,192,3
1984,-25,2,7,0
1985,0,8,-8,1
1986,17,-12,-3,2
1987,-49,3,-11,3
1988,22,14,-16,0
1989,0,8,-8,1
1990,5,0,-3,2
1991,-13,27,12,3
1992,-1,14,-4,0
1993,-23,8,-8,1
1994,5,11,-15,2
1995,34,3,192,3
1996,-1,2,7,0
1997,0,8,3,1
1998,-6,0,8,2
1999,22,-20,12,3
2000,10,-9,-16,0
2001,12,-3,3,1
2002,-198,11,-15,2
2003,-1,3,0,3
2004,-1,-9,7,0
2005,12,-3,39,1
2006,-6,-24,-3,2
2007,-25,3,-23,3
2008,10,-9,-4,0
2009,12,-3,15,1
2010,5,-12,-15,2
2011,-25,-20,0,3
2012,22,2,-4,0
2013,-23,-3,39,1
2014,-6,-180,-27,2
2015,22,39,0,3
2016,-1,2,-16,0
2017,0,-3,-20,1
2018,-6,0,-3,2
2019,-1,-20,-11,3
2020,-1,2,31,0
2021,-11,8,-20,1
2022,5,-24,20,2
2023,-1,3,-11,3
2024,34,26,-4,0
2025,-11,8,3,1
2026,-6,0,8,2
2027,-1,15,0,3
2028,-13,2,-4,0
2029,12,8,-20,1
2030,-6,0,8,2
2031,34,3,0,3
2032,-1,14,-4,0
2033,-11,-3,3,1
2034,-198,11,8,2
2035,-1,15,-179,3
2036,-1,26,-4,0
2037,0,-3,-20,1
2038,5,11,-3,2
2039,-1,-8,-11,3
2040,22,-9,-4,0
2041,0,-3,3,1
2042,5,0,-3,2
2043,10,-20,-11,3
2044,10,14,7,0
2045,192,8,15,1
2046,-6,0,-15,2
2047,-13,-8,12,3
2048,-25,14,-4,0
2049,-179,-3,-20,1
2050,5,-12,-3,2
2051,10,3,0,3
2052,-25,-9,-4,0
2053,-11,8,3,1
2054,5,0,20,2
2055,-1,3,12,3
2056,22,-21,7,0
2057,24,-3,3,1
2058,-6,0,8,2
2059,-13,3,0,3
2060,22,14,-4,0
2061,-11,8,27,1
2062,17,0,8,2
2063,10,3,12,3
2064,-1,2,-4,0
2065,0,8,15,1
2066,-6,0,-15,2
2067,-25,-20,192,3
2068,-1,2,31,0
2069,12,-15,39,1
2070,5,-12,8,2
2071,-37,-32,0,3
2072,10,2,19,0
2073,-23,-3,-20,1
2074,5,-24,-15,2
2075,34,3,0,3
2076,34,14,-4,0
2077,-35,-3,3,1
2078,-6,-12,-3,2
2079,-1,3,0,3
2080,-13,26,-16,0
2081,24,-3,-8,1
2082,5,-12,-3,2
2083,10,15,0,3
2084,-13,2,-4,0
2085,0,8,27,1
2086,5,11,-3,2
2087,-1,15,-11,3
2088,-13,-21,-4,0
2089,0,-3,-8,1
2090,17,-12,32,2
2091,34,-20,-179,3
2092,-13,2,-16,0
2093,-11,8,15,1
2094,-6,-12,-3,2
2095,-1,15,-179,3
2096,-13,38,-4,0
2097,0,8,-20,1
2098,-6,-24,-15,2
2099,10,3,12,3
2100,-1,-21,19,0
2101,12,8,-20,1
2102,-6,11,-3,2
2103,-13,-20,0,3
2104,-1,2,7,0
2105,0,8,15,1
2106,5,11,-3,2
2107,22,3,-167,3
2108,-1,-9,7,0
2109,192,8,15,1
2110,5,0,-15,2
2111,-13,15,0,3
2112,22,14,7,0
2113,-11,8,15,1
2114,5,11,-15,2
2115,10,3,0,3
2116,22,2,7,0
2117,0,8,27,1
2118,5,0,20,2
2119,-1,-8,0,3
2120,10,-9,-4,0
2121,0,-3,39,1
2122,5,0,-15,2
2123,22,3,-11,3
2124,22,-9,-4,0
2125,0,-3,3,1
2126,-6,-180,-15,2
2127,10,-8,-179,3
2128,-25,-9,-4,0
2129,0,-3,-20,1
2130,5,-24,8,2
2131,22,3,0,3
2132,-25,2,-4,0
2133,-11,-3,-20,1
2134,5,0,20,2
2135,22,-8,0,3
2136,10,2,7,0
2137,0,-195,3,1
2138,5,0,8,2
2139,-13,15,-11,3
2140,10,26,-4,0
2141,-11,8,3,1
2142,5,23,-15,2
2143,10,-20,0,3
2144,-13,-21,-16,0
2145,-11,32,15,1
2146,-6,11,8,2
2147,-13,3,-11,3
2148,-13,2,-4,0
2149,0,8,3,1
2150,5,-12,-15,2
2151,-1,-20,-11,3
2152,-25,-21,-4,0
2153,-11,-3,15,1
2154,-6,-12,8,2
2155,10,-20,12,3
2156,-13,-21,-16,0
2157,-11,-3,-20,1
2158,17,11,-3,2
2159,10,-20,0,3
2160,34,14,7,0
2161,12,-3,3,1
2162,-6,-12,-15,2
2163,-1,3,0,3
2164,178,26,-4,0
2165,12,8,15,1
2166,-6,0,20,2
2167,10,3,12,3
2168,-13,-9,-16,0
2169,0,20,-8,1
2170,-6,-180,-15,2
2171,-13,3,12,3
2172,-13,38,-4,0
2173,-23,-3,3,1
2174,-18,0,20,2
2175,-1,-8,192,3
2176,34,-9,-4,0
2177,-11,8,-20,1
2178,-6,11,-3,2
2179,10,3,12,3
2180,10,2,-4,0
2181,0,8,3,1
2182,-6,0,8,2
2183,34,-8,0,3
2184,-13,-9,-16,0
2185,-23,8,15,1
2186,-18,0,-15,2
2187,-37,15,0,3
2188,10,-21,7,0
2189,-23,-3,-8,1
2190,5,-12,-3,2
2191,10,15,12,3
2192,22,2,-4,0
2193,0,8,15,1
2194,-6,0,-15,2
2195,-1,3,12,3
2196,-25,-9,19,0
2197,-11,32,3,1
2198,-6,11,-3,2
2199,10,15,24,3
2200,22,-9,19,0
2201,-11,-3,3,1
2202,5,0,-15,2
2203,10,3,12,3
2204,-13,14,31,0
2205,-179,8,15,1
2206,5,-180,-15,2
2207,-13,3,0,3
2208,10,2,7,0
2209,-167,-3,-20,1
2210,-18,-12,-15,2
2211,-1,3,-11,3
2212,10,-33,-16,0
2213,24,-3,-8,1
2214,-198,0,8,2
2215,22,-8,192,3
2216,178,2,-4,0
2217,0,8,15,1
2218,-6,-24,-27,2
2219,-1,-8,-179,3
2220,22,206,7,0
2221,-11,-3,-8,1
2222,-6,11,8,2
2223,10,15,-11,3
2224,-1,-9,-4,0
2225,0,8,3,1
2226,5,0,32,2
2227,-1,-44,-11,3
2228,-13,2,-4,0
2229,12,-3,3,1
2230,5,-12,-3,2
2231,22,3,-11,3
2232,-25,-9,-4,0
2233,0,8,3,1
2234,-6,23,-15,2
2235,-1,15,0,3
2236,-37,-9,7,0
2237,-11,-3,15,1
2238,-6,-12,-27,2
2239,10,15,12,3
2240,-13,-9,-4,0
2241,12,8,-8,1
2242,5,-12,20,2
2243,-1,-8,0,3
2244,-25,-9,-4,0
2245,192,-3,3,1
2246,5,-12,8,2
2247,-1,3,-11,3
2248,-1,2,-4,0
2249,24,8,3,1
2250,5,-12,-3,2
2251,-13,3,12,3
2252,-1,2,-4,0
2253,12,8,-20,1
2254,-6,-12,-15,2
2255,-1,-20,192,3
2256,-1,2,-4,0
2257,0,8,3,1
2258,-6,-12,-3,2
2259,-1,-8,0,3
2260,10,-9,-28,0
2261,12,-3,-8,1
2262,-6,-12,-3,2
2263,10,3,-23,3
2264,-13,2,-4,0
2265,-11,8,27,1
2266,-6,0,-3,2
2267,10,15,0,3
2268,-13,-9,-16,0
2269,-23,-3,15,1
2270,-6,191,-15,2
2271,22,-8,24,3
2272,22,2,-4,0
2273,0,-3,15,1
2274,-6,0,8,2
2275,10,15,0,3
2276,10,-9,-4,0
2277,12,8,-20,1
2278,-6,-12,-3,2
2279,10,15,12,3
2280,-1,2,7,0
2281,12,8,3,1
2282,17,-12,-3,2
2283,10,-8,0,3
2284,22,-21,7,0
2285,24,8,-20,1
2286,17,-180,8,2
2287,10,15,0,3
2288,-37,14,-16,0
2289,0,-15,-32,1
2290,-6,0,-15,2
2291,10,15,-11,3
2292,-13,-33,-4,0
2293,0,-3,3,1
2294,-18,11,8,2
2295,22,-8,-179,3
2296,-1,2,7,0
2297,0,20,-8,1
2298,-6,0,-3,2
2299,-1,15,12,3
2300,-13,-9,-4,0
2301,0,-3,15,1
2302,-6,23,-3,2
2303,-13,3,0,3
2304,-1,2,-4,0
2305,192,8,-8,1
2306,-18,0,8,2
2307,-37,15,-11,3
2308,10,-9,-4,0
2309,12,176,3,1
2310,5,-12,-3,2
2311,-13,-8,12,3
2312,10,14,-4,0
2313,12,-15,-32,1
2314,5,23,8,2
2315,10,-20,0,3
2316,-13,2,7,0
2317,0,-3,15,1
2318,5,0,-15,2
2319,34,3,0,3
2320,-1,2,-4,0
2321,12,-3,15,1
