,Sensor Index,Strength
0,0,13.74772708486752
1,1,15.7797338380595
2,2,6.708203932499369
3,3,34.92849839314596
4,0,23.108440016582687
5,1,192.1900101462092
6,2,20.12461179749811
7,3,17.291616465790582
8,0,31.016124838541646
9,1,20.808652046684813
10,2,24.919871588754223
11,3,26.627053911388696
12,0,23.173260452512935
13,1,20.808652046684813
14,2,18.24828759089466
15,3,36.565010597564445
16,0,9.899494936611665
17,1,23.515952032609693
18,2,191.6820283699022
19,3,180.09719598039277
20,0,28.231188426986208
21,1,11.789826122551595
22,2,19.849433241279208
23,3,19.235384061671343
24,0,4.58257569495584
25,1,23.388031127053
26,2,16.15549442140351
27,3,23.345235059857504
28,0,26.038433132583073
29,1,195.57607215607945
30,2,180.97789920319
31,3,21.118712081942874
32,0,29.899832775452108
33,1,29.30870177950569
34,2,13.341664064126334
35,3,11.445523142259598
36,0,38.63935817272331
37,1,181.86258548695497
38,2,6.708203932499369
39,3,19.235384061671343
40,0,26.870057685088806
41,1,17.0
42,2,23.600847442411894
43,3,12.806248474865697
44,0,37.33630940518894
45,1,38.19685850956856
46,2,14.491376746189438
47,3,27.018512172212592
48,0,17.663521732655695
49,1,8.54400374531753
50,2,22.561028345356956
51,3,11.445523142259598
52,0,17.291616465790582
53,1,15.297058540778355
54,2,19.544820285692065
55,3,15.905973720586866
56,0,17.663521732655695
57,1,27.730849247724095
58,2,180.6931099959265
59,3,15.165750888103101
60,0,14.035668847618199
61,1,11.313708498984761
62,2,181.51859408887015
63,3,15.264337522473747
64,0,18.57417562100671
65,1,14.730919862656235
66,2,21.307275752662516
67,3,22.20360331117452
68,0,31.080540535840107
69,1,18.841443681416774
70,2,19.261360284258224
71,3,26.248809496813376
72,0,26.324893162176366
73,1,20.808652046684813
74,2,192.88597668052492
75,3,8.06225774829855
76,0,23.62202362203543
77,1,35.59494346111537
78,2,36.61966684720111
79,3,3.1622776601683795
80,0,14.035668847618199
81,1,8.54400374531753
82,2,13.74772708486752
83,3,36.837480912787726
84,0,34.77067730142742
85,1,27.16615541441225
86,2,32.38826948140329
87,3,15.264337522473747
88,0,25.67099530598687
89,1,24.186773244895647
90,2,30.14962686336267
91,3,15.165750888103101
92,0,9.899494936611665
93,1,24.186773244895647
94,2,6.708203932499369
95,3,30.495901363953813
96,0,13.74772708486752
97,1,15.7797338380595
98,2,6.708203932499369
99,3,19.235384061671343
100,0,50.24937810560445
101,1,15.297058540778355
102,2,16.15549442140351
103,3,26.1725046566048
104,0,17.663521732655695
105,1,179.05027227010854
106,2,191.08898450721853
107,3,26.30589287593181
108,0,18.973665961010276
109,1,29.698484809834994
110,2,10.0
111,3,18.027756377319946
112,0,21.400934559032695
113,1,13.92838827718412
114,2,9.433981132056603
115,3,29.206163733020468
116,0,14.594519519326424
117,1,53.16013544000805
118,2,5.830951894845301
119,3,23.194827009486403
120,0,27.477263328068172
121,1,179.65244223221683
122,2,19.261360284258224
123,3,13.341664064126334
124,0,179.27911200137063
125,1,12.727922061357855
126,2,15.811388300841896
127,3,22.20360331117452
128,0,4.58257569495584
129,1,29.698484809834994
130,2,24.859605789312106
131,3,179.4965180720785
132,0,4.58257569495584
133,1,16.492422502470642
134,2,191.11776474205635
135,3,15.905973720586866
136,0,10.954451150103322
137,1,28.160255680657446
138,2,15.811388300841896
139,3,15.905973720586866
140,0,23.108440016582687
141,1,32.984845004941285
142,2,14.866068747318506
143,3,31.96873472629156
144,0,4.58257569495584
145,1,19.44222209522358
146,2,198.4666218788439
147,3,24.779023386727733
148,0,38.63935817272331
149,1,34.655446902326915
150,2,13.341664064126334
151,3,15.165750888103101
152,0,23.62202362203543
153,1,43.474130238568314
154,2,27.459060435491963
155,3,3.1622776601683795
156,0,19.131126469708992
157,1,15.297058540778355
158,2,13.341664064126334
159,3,35.608987629529715
160,0,22.44994432064365
161,1,19.44222209522358
162,2,23.600847442411894
163,3,31.701734968294716
164,0,21.283796653792763
165,1,13.92838827718412
166,2,34.36568055487916
167,3,15.264337522473747
168,0,17.663521732655695
169,1,46.05431575867782
170,2,9.433981132056603
171,3,3.1622776601683795
172,0,23.600847442411894
173,1,27.730849247724095
174,2,5.830951894845301
175,3,27.018512172212592
176,0,27.0
177,1,193.20455481173315
178,2,22.67156809750927
179,3,35.2845575287547
180,0,206.28136125205302
181,1,11.313708498984761
182,2,12.449899597988733
183,3,21.656407827707714
184,0,32.89376840679705
185,1,21.540659228538015
186,2,15.620499351813308
187,3,13.341664064126334
188,0,9.899494936611665
189,1,13.92838827718412
190,2,15.620499351813308
191,3,35.91656999213594
192,0,30.675723300355934
193,1,180.13883534651822
194,2,180.6931099959265
195,3,17.549928774784245
196,0,21.283796653792763
197,1,46.05431575867782
198,2,10.0
199,3,3.1622776601683795
200,0,31.20897306865447
201,1,14.730919862656235
202,2,198.8718180135134
203,3,13.341664064126334
204,0,22.44994432064365
205,1,18.841443681416774
206,2,23.958297101421877
207,3,42.555845661906424
208,0,33.25657829663178
209,1,14.730919862656235
210,2,23.366642891095847
211,3,21.118712081942874
212,0,13.74772708486752
213,1,194.67151820438448
214,2,19.697715603592208
215,3,26.30589287593181
216,0,13.74772708486752
217,1,11.313708498984761
218,2,24.08318915758459
219,3,8.06225774829855
220,0,26.94438717061496
221,1,179.8054504179448
222,2,19.544820285692065
223,3,18.627936010197157
224,0,13.74772708486752
225,1,4.242640687119285
226,2,34.698703145794944
227,3,34.92849839314596
228,0,9.899494936611665
229,1,19.44222209522358
230,2,5.830951894845301
231,3,27.477263328068172
232,0,166.93112352104984
233,1,179.05027227010854
234,2,5.830951894845301
235,3,179.3042107704111
236,0,26.38181191654584
237,1,192.1900101462092
238,2,28.74021572639983
239,3,23.40939982143925
240,0,9.899494936611665
241,1,11.789826122551595
242,2,191.6820283699022
243,3,37.12142238654117
244,0,22.44994432064365
245,1,56.568542494923804
246,2,20.12461179749811
247,3,12.806248474865697
248,0,32.66496594212215
249,1,25.475478405713993
250,2,28.861739379323623
251,3,12.806248474865697
252,0,193.13725689260474
253,1,17.0
254,2,6.708203932499369
255,3,39.71145930332956
256,0,26.419689627245813
257,1,40.91454509095757
258,2,19.261360284258224
259,3,20.024984394500787
260,0,28.930952282978865
261,1,24.657656011875904
262,2,191.08898450721853
263,3,29.223278392404914
264,0,17.291616465790582
265,1,23.021728866442675
266,2,198.16155025635018
267,3,10.44030650891055
268,0,39.761790704142086
269,1,27.622454633866266
270,2,31.811947441173732
271,3,34.785054261852174
272,0,21.047565179849187
273,1,21.213203435596427
274,2,13.74772708486752
275,3,23.345235059857504
276,0,16.30950643030009
277,1,40.91454509095757
278,2,16.15549442140351
279,3,13.341664064126334
280,0,178.3647947325929
281,1,13.92838827718412
282,2,14.491376746189438
283,3,18.027756377319946
284,0,14.035668847618199
285,1,13.92838827718412
286,2,13.74772708486752
287,3,25.179356624028344
